,,,,,,,,,,
runexehelper.exe,58880,3,3620680216,2084-09-25T00:30:16.000Z,imports,msvcp_win.dll,?_Xout_of_range@std@@YAXPEBD@Z,3779fe1f1883de6e0d31a6cbbaeff25e,26e50e6f15086bbf57acf99e050823f895fae25f09d6c6eb2ed136184f8d582d,c:\Windows\WinSxS\amd64_microsoft-windows-u..ed-telemetry-client_31bf3856ad364e35_10.0.18362.752_none_f5bd27a398912d7b\runexehelper.exe
runexehelper.exe,58880,3,3620680216,2084-09-25T00:30:16.000Z,imports,api-ms-win-crt-string-l1-1-0.dll,memset,3779fe1f1883de6e0d31a6cbbaeff25e,26e50e6f15086bbf57acf99e050823f895fae25f09d6c6eb2ed136184f8d582d,c:\Windows\WinSxS\amd64_microsoft-windows-u..ed-telemetry-client_31bf3856ad364e35_10.0.18362.752_none_f5bd27a398912d7b\runexehelper.exe
runexehelper.exe,58880,3,3620680216,2084-09-25T00:30:16.000Z,imports,api-ms-win-crt-string-l1-1-0.dll,strcspn,3779fe1f1883de6e0d31a6cbbaeff25e,26e50e6f15086bbf57acf99e050823f895fae25f09d6c6eb2ed136184f8d582d,c:\Windows\WinSxS\amd64_microsoft-windows-u..ed-telemetry-client_31bf3856ad364e35_10.0.18362.752_none_f5bd27a398912d7b\runexehelper.exe
runexehelper.exe,58880,3,3620680216,2084-09-25T00:30:16.000Z,imports,api-ms-win-crt-string-l1-1-0.dll,wcsnlen,3779fe1f1883de6e0d31a6cbbaeff25e,26e50e6f15086bbf57acf99e050823f895fae25f09d6c6eb2ed136184f8d582d,c:\Windows\WinSxS\amd64_microsoft-windows-u..ed-telemetry-client_31bf3856ad364e35_10.0.18362.752_none_f5bd27a398912d7b\runexehelper.exe
runexehelper.exe,58880,3,3620680216,2084-09-25T00:30:16.000Z,imports,api-ms-win-crt-runtime-l1-1-0.dll,_c_exit,3779fe1f1883de6e0d31a6cbbaeff25e,26e50e6f15086bbf57acf99e050823f895fae25f09d6c6eb2ed136184f8d582d,c:\Windows\WinSxS\amd64_microsoft-windows-u..ed-telemetry-client_31bf3856ad364e35_10.0.18362.752_none_f5bd27a398912d7b\runexehelper.exe
runexehelper.exe,58880,3,3620680216,2084-09-25T00:30:16.000Z,imports,api-ms-win-crt-runtime-l1-1-0.dll,_initterm,3779fe1f1883de6e0d31a6cbbaeff25e,26e50e6f15086bbf57acf99e050823f895fae25f09d6c6eb2ed136184f8d582d,c:\Windows\WinSxS\amd64_microsoft-windows-u..ed-telemetry-client_31bf3856ad364e35_10.0.18362.752_none_f5bd27a398912d7b\runexehelper.exe
runexehelper.exe,58880,3,3620680216,2084-09-25T00:30:16.000Z,imports,api-ms-win-crt-runtime-l1-1-0.dll,_initterm_e,3779fe1f1883de6e0d31a6cbbaeff25e,26e50e6f15086bbf57acf99e050823f895fae25f09d6c6eb2ed136184f8d582d,c:\Windows\WinSxS\amd64_microsoft-windows-u..ed-telemetry-client_31bf3856ad364e35_10.0.18362.752_none_f5bd27a398912d7b\runexehelper.exe
runexehelper.exe,58880,3,3620680216,2084-09-25T00:30:16.000Z,imports,api-ms-win-crt-runtime-l1-1-0.dll,_register_thread_local_exe_atexit_callback,3779fe1f1883de6e0d31a6cbbaeff25e,26e50e6f15086bbf57acf99e050823f895fae25f09d6c6eb2ed136184f8d582d,c:\Windows\WinSxS\amd64_microsoft-windows-u..ed-telemetry-client_31bf3856ad364e35_10.0.18362.752_none_f5bd27a398912d7b\runexehelper.exe
runexehelper.exe,58880,3,3620680216,2084-09-25T00:30:16.000Z,imports,api-ms-win-crt-private-l1-1-0.dll,_CxxThrowException,3779fe1f1883de6e0d31a6cbbaeff25e,26e50e6f15086bbf57acf99e050823f895fae25f09d6c6eb2ed136184f8d582d,c:\Windows\WinSxS\amd64_microsoft-windows-u..ed-telemetry-client_31bf3856ad364e35_10.0.18362.752_none_f5bd27a398912d7b\runexehelper.exe
runexehelper.exe,58880,3,3620680216,2084-09-25T00:30:16.000Z,imports,api-ms-win-crt-private-l1-1-0.dll,__C_specific_handler,3779fe1f1883de6e0d31a6cbbaeff25e,26e50e6f15086bbf57acf99e050823f895fae25f09d6c6eb2ed136184f8d582d,c:\Windows\WinSxS\amd64_microsoft-windows-u..ed-telemetry-client_31bf3856ad364e35_10.0.18362.752_none_f5bd27a398912d7b\runexehelper.exe
runexehelper.exe,58880,3,3620680216,2084-09-25T00:30:16.000Z,imports,api-ms-win-crt-private-l1-1-0.dll,__CxxFrameHandler3,3779fe1f1883de6e0d31a6cbbaeff25e,26e50e6f15086bbf57acf99e050823f895fae25f09d6c6eb2ed136184f8d582d,c:\Windows\WinSxS\amd64_microsoft-windows-u..ed-telemetry-client_31bf3856ad364e35_10.0.18362.752_none_f5bd27a398912d7b\runexehelper.exe
runexehelper.exe,58880,3,3620680216,2084-09-25T00:30:16.000Z,imports,api-ms-win-crt-private-l1-1-0.dll,_o___p___argc,3779fe1f1883de6e0d31a6cbbaeff25e,26e50e6f15086bbf57acf99e050823f895fae25f09d6c6eb2ed136184f8d582d,c:\Windows\WinSxS\amd64_microsoft-windows-u..ed-telemetry-client_31bf3856ad364e35_10.0.18362.752_none_f5bd27a398912d7b\runexehelper.exe
runexehelper.exe,58880,3,3620680216,2084-09-25T00:30:16.000Z,imports,api-ms-win-crt-private-l1-1-0.dll,_o___p___wargv,3779fe1f1883de6e0d31a6cbbaeff25e,26e50e6f15086bbf57acf99e050823f895fae25f09d6c6eb2ed136184f8d582d,c:\Windows\WinSxS\amd64_microsoft-windows-u..ed-telemetry-client_31bf3856ad364e35_10.0.18362.752_none_f5bd27a398912d7b\runexehelper.exe
runexehelper.exe,58880,3,3620680216,2084-09-25T00:30:16.000Z,imports,api-ms-win-crt-private-l1-1-0.dll,_o___p__commode,3779fe1f1883de6e0d31a6cbbaeff25e,26e50e6f15086bbf57acf99e050823f895fae25f09d6c6eb2ed136184f8d582d,c:\Windows\WinSxS\amd64_microsoft-windows-u..ed-telemetry-client_31bf3856ad364e35_10.0.18362.752_none_f5bd27a398912d7b\runexehelper.exe
runexehelper.exe,58880,3,3620680216,2084-09-25T00:30:16.000Z,imports,api-ms-win-crt-private-l1-1-0.dll,_o___std_exception_copy,3779fe1f1883de6e0d31a6cbbaeff25e,26e50e6f15086bbf57acf99e050823f895fae25f09d6c6eb2ed136184f8d582d,c:\Windows\WinSxS\amd64_microsoft-windows-u..ed-telemetry-client_31bf3856ad364e35_10.0.18362.752_none_f5bd27a398912d7b\runexehelper.exe
runexehelper.exe,58880,3,3620680216,2084-09-25T00:30:16.000Z,imports,api-ms-win-crt-private-l1-1-0.dll,_o___std_exception_destroy,3779fe1f1883de6e0d31a6cbbaeff25e,26e50e6f15086bbf57acf99e050823f895fae25f09d6c6eb2ed136184f8d582d,c:\Windows\WinSxS\amd64_microsoft-windows-u..ed-telemetry-client_31bf3856ad364e35_10.0.18362.752_none_f5bd27a398912d7b\runexehelper.exe
runexehelper.exe,58880,3,3620680216,2084-09-25T00:30:16.000Z,imports,api-ms-win-crt-private-l1-1-0.dll,_o___stdio_common_vsnprintf_s,3779fe1f1883de6e0d31a6cbbaeff25e,26e50e6f15086bbf57acf99e050823f895fae25f09d6c6eb2ed136184f8d582d,c:\Windows\WinSxS\amd64_microsoft-windows-u..ed-telemetry-client_31bf3856ad364e35_10.0.18362.752_none_f5bd27a398912d7b\runexehelper.exe
runexehelper.exe,58880,3,3620680216,2084-09-25T00:30:16.000Z,imports,api-ms-win-crt-private-l1-1-0.dll,_o___stdio_common_vswprintf,3779fe1f1883de6e0d31a6cbbaeff25e,26e50e6f15086bbf57acf99e050823f895fae25f09d6c6eb2ed136184f8d582d,c:\Windows\WinSxS\amd64_microsoft-windows-u..ed-telemetry-client_31bf3856ad364e35_10.0.18362.752_none_f5bd27a398912d7b\runexehelper.exe
runexehelper.exe,58880,3,3620680216,2084-09-25T00:30:16.000Z,imports,api-ms-win-crt-private-l1-1-0.dll,_o__callnewh,3779fe1f1883de6e0d31a6cbbaeff25e,26e50e6f15086bbf57acf99e050823f895fae25f09d6c6eb2ed136184f8d582d,c:\Windows\WinSxS\amd64_microsoft-windows-u..ed-telemetry-client_31bf3856ad364e35_10.0.18362.752_none_f5bd27a398912d7b\runexehelper.exe
runexehelper.exe,58880,3,3620680216,2084-09-25T00:30:16.000Z,imports,api-ms-win-crt-private-l1-1-0.dll,_o__cexit,3779fe1f1883de6e0d31a6cbbaeff25e,26e50e6f15086bbf57acf99e050823f895fae25f09d6c6eb2ed136184f8d582d,c:\Windows\WinSxS\amd64_microsoft-windows-u..ed-telemetry-client_31bf3856ad364e35_10.0.18362.752_none_f5bd27a398912d7b\runexehelper.exe
runexehelper.exe,58880,3,3620680216,2084-09-25T00:30:16.000Z,imports,api-ms-win-crt-private-l1-1-0.dll,_o__configthreadlocale,3779fe1f1883de6e0d31a6cbbaeff25e,26e50e6f15086bbf57acf99e050823f895fae25f09d6c6eb2ed136184f8d582d,c:\Windows\WinSxS\amd64_microsoft-windows-u..ed-telemetry-client_31bf3856ad364e35_10.0.18362.752_none_f5bd27a398912d7b\runexehelper.exe
runexehelper.exe,58880,3,3620680216,2084-09-25T00:30:16.000Z,imports,api-ms-win-crt-private-l1-1-0.dll,_o__configure_wide_argv,3779fe1f1883de6e0d31a6cbbaeff25e,26e50e6f15086bbf57acf99e050823f895fae25f09d6c6eb2ed136184f8d582d,c:\Windows\WinSxS\amd64_microsoft-windows-u..ed-telemetry-client_31bf3856ad364e35_10.0.18362.752_none_f5bd27a398912d7b\runexehelper.exe
runexehelper.exe,58880,3,3620680216,2084-09-25T00:30:16.000Z,imports,api-ms-win-crt-private-l1-1-0.dll,_o__crt_atexit,3779fe1f1883de6e0d31a6cbbaeff25e,26e50e6f15086bbf57acf99e050823f895fae25f09d6c6eb2ed136184f8d582d,c:\Windows\WinSxS\amd64_microsoft-windows-u..ed-telemetry-client_31bf3856ad364e35_10.0.18362.752_none_f5bd27a398912d7b\runexehelper.exe
runexehelper.exe,58880,3,3620680216,2084-09-25T00:30:16.000Z,imports,api-ms-win-crt-private-l1-1-0.dll,_o__errno,3779fe1f1883de6e0d31a6cbbaeff25e,26e50e6f15086bbf57acf99e050823f895fae25f09d6c6eb2ed136184f8d582d,c:\Windows\WinSxS\amd64_microsoft-windows-u..ed-telemetry-client_31bf3856ad364e35_10.0.18362.752_none_f5bd27a398912d7b\runexehelper.exe
runexehelper.exe,58880,3,3620680216,2084-09-25T00:30:16.000Z,imports,api-ms-win-crt-private-l1-1-0.dll,_o__exit,3779fe1f1883de6e0d31a6cbbaeff25e,26e50e6f15086bbf57acf99e050823f895fae25f09d6c6eb2ed136184f8d582d,c:\Windows\WinSxS\amd64_microsoft-windows-u..ed-telemetry-client_31bf3856ad364e35_10.0.18362.752_none_f5bd27a398912d7b\runexehelper.exe
runexehelper.exe,58880,3,3620680216,2084-09-25T00:30:16.000Z,imports,api-ms-win-crt-private-l1-1-0.dll,_o__get_initial_wide_environment,3779fe1f1883de6e0d31a6cbbaeff25e,26e50e6f15086bbf57acf99e050823f895fae25f09d6c6eb2ed136184f8d582d,c:\Windows\WinSxS\amd64_microsoft-windows-u..ed-telemetry-client_31bf3856ad364e35_10.0.18362.752_none_f5bd27a398912d7b\runexehelper.exe
runexehelper.exe,58880,3,3620680216,2084-09-25T00:30:16.000Z,imports,api-ms-win-crt-private-l1-1-0.dll,_o__initialize_onexit_table,3779fe1f1883de6e0d31a6cbbaeff25e,26e50e6f15086bbf57acf99e050823f895fae25f09d6c6eb2ed136184f8d582d,c:\Windows\WinSxS\amd64_microsoft-windows-u..ed-telemetry-client_31bf3856ad364e35_10.0.18362.752_none_f5bd27a398912d7b\runexehelper.exe
runexehelper.exe,58880,3,3620680216,2084-09-25T00:30:16.000Z,imports,api-ms-win-crt-private-l1-1-0.dll,_o__initialize_wide_environment,3779fe1f1883de6e0d31a6cbbaeff25e,26e50e6f15086bbf57acf99e050823f895fae25f09d6c6eb2ed136184f8d582d,c:\Windows\WinSxS\amd64_microsoft-windows-u..ed-telemetry-client_31bf3856ad364e35_10.0.18362.752_none_f5bd27a398912d7b\runexehelper.exe
runexehelper.exe,58880,3,3620680216,2084-09-25T00:30:16.000Z,imports,api-ms-win-crt-private-l1-1-0.dll,_o__invalid_parameter_noinfo,3779fe1f1883de6e0d31a6cbbaeff25e,26e50e6f15086bbf57acf99e050823f895fae25f09d6c6eb2ed136184f8d582d,c:\Windows\WinSxS\amd64_microsoft-windows-u..ed-telemetry-client_31bf3856ad364e35_10.0.18362.752_none_f5bd27a398912d7b\runexehelper.exe
