,,,,,,,,,,
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,bar,Static,Black,13.462575912475586,84.53108978271484,6.02138614654541,26.50307021849813,5.12,,
5,bar,Dynamic,Gray,57.00515747070313,81.19629669189453,0.0001723807363305,57.6,5.12,,
6,circle,Static,Black,57.00515747070313,72.12857055664062,,,,,6.5
7,circle,Static,Black,79.3051528930664,72.12857055664062,,,,,6.5
8,bar,Static,Black,57.00515747070313,63.06857299804688,0.0,57.6,5.12,,
9,bar,Static,Black,100.5477294921875,77.84605407714844,6.02138614654541,26.50307021849813,5.12,,
10,jar,Static,Purple,139.29031372070312,16.73388671875,0.0,57.79965397820301,33.4677734375,38.40000000000001,
11,bar,Static,Black,178.0328826904297,66.041015625,6.02138614654541,26.50307021849813,5.12,,
12,bar,Static,Black,221.575439453125,62.69849395751953,0.0,57.60000000000003,5.12,,
13,circle,Dynamic,Green,6.506000518798827,96.9172821044922,,,,,6.5
14,bar,Static,Black,128.0,126.47361755371094,0.0,256.0,5.12,,
15,User Circle,Dynamic,Red,88.0,110.0,,,,,10.0
