,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21800718,1610612757,POR,Portland,203468,CJ McCollum,G,,7:16,154.8,158.8,93.0,100.0,61.8,58.8,0.111,0.0,20.0,0.0,0.125,0.071,0.0,0.625,0.625,0.222,0.217,114.41,108.99,90.83,17,0.114
1,21800718,1610612757,POR,Portland,202323,Evan Turner,,,5:22,184.6,184.6,106.1,107.7,78.6,76.9,0.3,0.0,100.0,0.0,0.2,0.125,0.0,0.0,0.0,0.0,0.0,117.17,116.27,96.89,13,0.103
2,21800718,1610612757,POR,Portland,1628380,Zach Collins,,,11:35,121.0,123.1,107.8,115.4,13.3,7.7,0.0,0.0,0.0,0.0,0.067,0.037,25.0,0.3329999999999999,0.436,0.143,0.141,112.53,107.8,89.84,26,0.018
3,21800718,1610612757,POR,Portland,1627774,Jake Layman,,,11:35,121.0,123.1,107.8,115.4,13.3,7.7,0.1,1.0,12.5,0.083,0.133,0.111,12.5,0.583,0.583,0.25,0.246,112.53,107.8,89.84,26,0.061
4,21800718,1610612757,POR,Portland,203552,Seth Curry,,,11:35,121.0,123.1,107.8,115.4,13.3,7.7,0.286,0.0,18.2,0.083,0.267,0.185,0.0,0.833,0.833,0.321,0.316,112.53,107.8,89.84,26,0.351
5,21800718,1610612757,POR,Portland,1627735,Wade Baldwin IV,,,6:13,59.5,61.5,109.3,114.3,-49.8,-52.7,0.0,0.0,0.0,0.0,0.1,0.053,0.0,0.0,0.0,0.071,0.069,108.52,104.35,86.96,13,-0.0559999999999999
6,21800718,1610612757,POR,Portland,1628403,Caleb Swanigan,,,4:19,55.6,55.6,131.6,140.0,-76.0,-84.4,0.0,0.0,0.0,0.0,0.143,0.077,33.3,0.5,0.5,0.3,0.3,109.36,105.8,88.17,9,-0.077
7,21800718,1610612756,PHX,Phoenix,1628969,Mikal Bridges,F,,7:56,118.8,122.2,92.2,94.4,26.6,27.8,0.0,0.0,0.0,0.0,0.091,0.043,0.0,1.5,1.5,0.048,0.049,111.91,109.0,90.83,18,0.113
8,21800718,1610612756,PHX,Phoenix,1628367,Josh Jackson,F,,3:39,85.8,100.0,187.5,166.7,-101.7,-66.7,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.111,0.107,113.88,111.78,93.15,8,0.0
9,21800718,1610612756,PHX,Phoenix,1627733,Dragan Bender,C,,6:48,134.7,143.8,133.3,133.3,1.3,10.4,0.0,0.0,0.0,0.2,0.0,0.1,0.0,1.0,1.0,0.222,0.221,113.33,109.52,91.27,16,0.188
10,21800718,1610612756,PHX,Phoenix,1626164,Devin Booker,G,,5:22,106.1,107.7,184.6,184.6,-78.6,-76.9,0.3329999999999999,0.5,14.3,0.0,0.0,0.0,28.6,0.3329999999999999,0.387,0.429,0.455,117.17,116.27,96.89,13,-0.026
11,21800718,1610612756,PHX,Phoenix,1626162,Kelly Oubre Jr.,,,11:35,107.8,115.4,121.0,123.1,-13.3,-7.7,0.5710000000000001,4.0,40.0,0.0,0.083,0.037,10.0,0.625,0.752,0.2,0.201,112.53,107.8,89.84,26,0.149
12,21800718,1610612756,PHX,Phoenix,1629059,Elie Okobo,,,7:56,118.8,122.2,92.2,94.4,26.6,27.8,0.0,0.0,0.0,0.0,0.545,0.261,0.0,0.0,0.0,0.143,0.146,111.91,109.0,90.83,18,0.113
13,21800718,1610612756,PHX,Phoenix,203112,Quincy Acy,,,4:47,65.1,63.6,104.9,109.1,-39.8,-45.5,0.0,0.0,0.0,0.1,0.0,0.059,0.0,0.5,0.521,0.231,0.255,111.39,110.38,91.99,11,-0.0289999999999999
14,21800718,1610612756,PHX,Phoenix,2037,Jamal Crawford,,,3:39,85.8,100.0,187.5,166.7,-101.7,-66.7,0.5,1.0,33.3,0.0,0.0,0.0,33.3,0.0,0.0,0.222,0.215,113.88,111.78,93.15,8,0.0
15,21800718,1610612756,PHX,Phoenix,203584,Troy Daniels,,,6:13,109.3,114.3,59.5,61.5,49.8,52.7,0.0,0.0,0.0,0.0,0.111,0.053,0.0,0.75,0.665,0.235,0.24,108.52,104.35,86.96,14,0.1669999999999999
