,,,,,,,
ChIJS0UT6npu5kcRfnfF94BrZTM,Rue Marx Dormoy,48.88769979999999,2.359882,,,,route
ChIJ887O5npu5kcRfCV4xSsw0ak,Chaussures Marvin,48.888345,2.3601497000000005,,4.8,4.0,shoe_store point_of_interest store establishment
ChIJz3Zkwnpu5kcR6K1-1MBPfRQ,UNIVERSLAM éditions,48.8877945,2.3596559,,,,point_of_interest establishment
ChIJHzaj4Hpu5kcR5Jvig_Uv3PI,Résidences étudiante,48.8881688,2.3600702,,4.0,2.0,point_of_interest establishment
ChIJ9VVjxHpu5kcRyFY2ruxg_Bs,Les Routiers,48.8879408,2.3600401,2.0,4.5,368.0,bar restaurant food point_of_interest establishment
ChIJ__-zxnpu5kcRlsBwphyChu8,Procity Immobilier Marx Dormoy,48.8877532,2.3596433,,5.0,5.0,real_estate_agency point_of_interest establishment
ChIJ9VVjxHpu5kcRePl6mCugPgQ,Optical Createur,48.8879521,2.360117,,3.0,4.0,health point_of_interest store establishment
ChIJ9VVjxHpu5kcRCfI3IyPn7r0,Sok Cheng,48.887873600000006,2.3601105,,4.0,1.0,point_of_interest store establishment
ChIJ9VVjxHpu5kcRHiNvkTL1wIQ,Ly Hélène,48.887873600000006,2.3601105,,2.0,1.0,point_of_interest store establishment
ChIJ9VVjxHpu5kcR7yPNe-U2DVM,Trajkovic Goran,48.887873600000006,2.3601105,,,,point_of_interest establishment
ChIJ9XKT6Hpu5kcRbvqn0jdi5tQ,Pizza One,48.8878618,2.3600865,,4.5,50.0,meal_takeaway restaurant food point_of_interest establishment
ChIJNTob5npu5kcRzHKr34QTIMk,PMF Peausseries et Megisseries de France,48.8880163,2.360045,,5.0,1.0,point_of_interest establishment
ChIJtSRI6Xpu5kcR6PNHTtBbz0E,Restaurant Rime,48.8877741,2.3600434,,4.3,49.0,restaurant food point_of_interest establishment
ChIJG_dP6Hpu5kcRYJvio52VeKY,Labo - Optik,48.8878974,2.3598673,,,,health point_of_interest store establishment
ChIJn3tf6Xpu5kcRitEj_Ie6oWM,Tabac La Comète,48.8877099,2.3600205,,,,point_of_interest establishment
ChIJMdIuMN1v5kcRBDXXll2E6O8,NATURALIA,48.888223,2.3601308,,3.7,37.0,grocery_or_supermarket food point_of_interest store establishment
ChIJmT6V8Xpu5kcRXJEXz9nTLvM,Khelif Faicel,48.8878034,2.3606543,,,,general_contractor point_of_interest establishment
ChIJmT6V8Xpu5kcR_RHVcA3Zi8M,Rodrigues Mathieu Annabelle,48.8878034,2.3606543,,,,health point_of_interest establishment
ChIJfVcs8Xpu5kcR2chy1ilgMsg,Ocampo Gutierrez Ocampo Luis Enrique,48.8878034,2.3606543,,,,general_contractor point_of_interest establishment
ChIJD7fiBh9u5kcRYJSMaMOCCwQ,Paris,48.856614,2.3522218999999995,,,,locality political
ChIJhQcv8Xpu5kcRmurel6YfxIE,Opron Valerie,48.8878034,2.3606543,,,,point_of_interest establishment
ChIJwxfC63pu5kcRL0xpY2c4ozI,Le Week - End,48.887645,2.3600016,,5.0,3.0,point_of_interest establishment
ChIJaRu35npu5kcRmGFLP1qy8Qs,Saga Des Marques,48.8883201,2.3600885,,2.8,4.0,clothing_store point_of_interest store establishment
ChIJiY6963pu5kcRhUUMCGrUfRw,La Lunetterie De Paris,48.8875945,2.3599754,,,,point_of_interest establishment
ChIJ1QA33Xpu5kcRL8TYcgSqkoQ,Service Social Départemental Polyvalent Du 18ème,48.8880514,2.359652,,,,point_of_interest establishment
ChIJlwOQDeZv5kcRXF22tUm_jFM,Laiterie la Chapelle,48.8880921,2.3608261,,4.9,50.0,food point_of_interest store establishment
ChIJZ6cT8npu5kcRptfsswxbscg,Salle de prière,48.887644,2.360698,,4.4,49.0,mosque place_of_worship point_of_interest establishment
ChIJy_Rl9Hpu5kcRw4aG-psUSkc,bhadra kali,48.887644,2.360698,,3.0,2.0,hindu_temple place_of_worship point_of_interest establishment
ChIJt4-QuHxu5kcRGAxOYWqH6ww,Association Atouts Cours,48.8879787,2.3609126,,4.1,35.0,point_of_interest establishment
ChIJb59X6npu5kcR7PPQwxaSxfo,Sarl Pb Tel,48.8875389,2.3599731,,,,point_of_interest store establishment
ChIJ8aTjTG1v5kcRJiGgSbk-EU4,OPTI Senior: Opticiens mobiles en EHPAD,48.887506,2.3600232000000005,,5.0,5.0,health point_of_interest store establishment
