,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21701145,1610612745,HOU,Houston,2772,Trevor Ariza,F,,8:41,98.7,100.0,98.8,100.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.111,0.053,0.0,0.0,0.0,0.111,0.11,86.72,85.62,71.35,15,-0.04
1,21701145,1610612745,HOU,Houston,200782,P.J. Tucker,F,,8:41,98.7,100.0,98.8,100.0,-0.1,0.0,0.0,0.0,0.0,0.1,0.111,0.105,0.0,0.5,0.5,0.1669999999999999,0.165,86.72,85.62,71.35,15,0.1
2,21701145,1610612745,HOU,Houston,203991,Clint Capela,C,,8:41,98.7,100.0,98.8,100.0,-0.1,0.0,0.0,0.0,0.0,0.1,0.222,0.158,0.0,0.0,0.347,0.1669999999999999,0.165,86.72,85.62,71.35,15,0.1
3,21701145,1610612745,HOU,Houston,201569,Eric Gordon,G,,8:09,87.4,81.3,69.8,73.3,17.6,7.9,0.0,0.0,0.0,0.0,0.091,0.045,0.0,0.5,0.5,0.25,0.265,90.15,91.21,76.01,16,0.065
4,21701145,1610612745,HOU,Houston,201935,James Harden,G,,7:10,81.2,83.3,121.2,123.1,-40.0,-39.7,1.0,2.0,28.6,0.0,0.0,0.0,14.3,0.3329999999999999,0.579,0.357,0.349,85.38,83.64,69.7,12,0.14
5,21701145,1610612745,HOU,Houston,101123,Gerald Green,,,8:37,110.5,111.8,79.7,76.5,30.8,35.3,0.0,0.0,0.0,0.1,0.2,0.15,25.0,1.0,1.0,0.211,0.208,93.36,94.7,78.92,17,0.25
6,21701145,1610612745,HOU,Houston,2207,Joe Johnson,,,3:17,85.7,85.7,62.1,57.1,23.6,28.6,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.375,0.375,98.24,102.34,85.28,7,-0.154
7,21701145,1610612745,HOU,Houston,201601,Luc Mbah a Moute,,,3:17,85.7,85.7,62.1,57.1,23.6,28.6,0.5,1.0,50.0,0.2,0.0,0.1,50.0,0.0,0.0,0.125,0.125,98.24,102.34,85.28,7,-0.077
8,21701145,1610612745,HOU,Houston,201583,Ryan Anderson,,,3:17,85.7,85.7,62.1,57.1,23.6,28.6,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,98.24,102.34,85.28,7,0.0
9,21701145,1610612759,SAS,San Antonio,201980,Danny Green,F,,10:12,87.9,84.2,98.9,100.0,-11.0,-15.8,0.0,0.0,0.0,0.083,0.083,0.083,0.0,0.3,0.518,0.318,0.33,85.59,87.0,72.5,19,0.1889999999999999
10,21701145,1610612759,SAS,San Antonio,203937,Kyle Anderson,F,,4:26,108.2,100.0,114.2,112.5,-6.0,-12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3329999999999999,0.3329999999999999,0.273,0.291,87.7,92.03,76.69,9,0.0
11,21701145,1610612759,SAS,San Antonio,200746,LaMarcus Aldridge,C,,8:18,105.3,106.7,90.8,92.9,14.5,13.8,0.0,0.0,0.0,0.125,0.3,0.222,0.0,0.75,0.7879999999999999,0.235,0.233,85.29,83.79,69.82,15,0.4379999999999999
12,21701145,1610612759,SAS,San Antonio,201988,Patty Mills,G,,8:18,105.3,106.7,90.8,92.9,14.5,13.8,0.4,0.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.0579999999999999,85.29,83.79,69.82,15,0.0
13,21701145,1610612759,SAS,San Antonio,1627749,Dejounte Murray,G,,5:34,87.2,81.8,121.5,120.0,-34.2,-38.2,0.0,0.0,0.0,0.0,0.2,0.083,50.0,0.0,0.0,0.154,0.162,87.09,90.54,75.45,11,0.0
14,21701145,1610612759,SAS,San Antonio,1938,Manu Ginobili,,,4:53,106.6,110.0,64.4,66.7,42.2,43.3,0.0,0.0,0.0,0.0,0.25,0.1669999999999999,0.0,0.0,0.0,0.1,0.0969999999999999,96.39,93.25,77.71,10,0.211
15,21701145,1610612759,SAS,San Antonio,200752,Rudy Gay,,,4:42,47.4,44.4,66.7,66.7,-19.3,-22.2,0.0,0.0,0.0,0.0,0.125,0.067,0.0,0.3329999999999999,0.3329999999999999,0.3,0.318,88.93,91.78,76.49,9,0.5
16,21701145,1610612759,SAS,San Antonio,2225,Tony Parker,,,4:59,106.6,100.0,87.2,90.0,19.4,10.0,0.25,1.0,50.0,0.0,0.143,0.083,50.0,0.0,0.0,0.083,0.088,99.4,101.14,84.28,11,0.0
17,21701145,1610612759,SAS,San Antonio,2200,Pau Gasol,,,4:48,42.4,40.0,111.3,110.0,-69.0,-70.0,0.0,0.0,0.0,0.143,0.1669999999999999,0.154,50.0,1.0,0.6940000000000001,0.182,0.192,96.6,100.0,83.33,10,0.05
18,21701145,1610612759,SAS,San Antonio,1627854,Bryn Forbes,,,3:40,53.8,57.1,101.5,100.0,-47.8,-42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.118,100.28,98.18,81.82,7,-0.133
