,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21600496,1610612746,LAC,LA,201601,Luc Mbah a Moute,F,,4:05,45.0,40.0,193.1,200.0,-148.1,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.113,106.97,111.67,93.06,10,-0.0409999999999999
1,21600496,1610612746,LAC,LA,202325,Wesley Johnson,F,,6:10,81.2,83.3,112.5,116.7,-31.4,-33.3,0.25,0.0,50.0,0.0,0.5,0.182,0.0,0.0,0.0,0.071,0.07,96.36,93.41,77.84,12,0.075
2,21600496,1610612746,LAC,LA,201599,DeAndre Jordan,C,,4:11,67.6,66.7,139.5,144.4,-71.9,-77.8,0.0,0.0,0.0,0.1669999999999999,0.4,0.273,0.0,0.0,0.0,0.1,0.1009999999999999,104.41,103.27,86.06,9,0.094
3,21600496,1610612746,LAC,LA,200755,JJ Redick,G,,3:10,102.0,100.0,155.3,166.7,-53.2,-66.7,0.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.37,90.95,75.79,6,0.071
4,21600496,1610612746,LAC,LA,2037,Jamal Crawford,,,11:38,74.8,75.0,134.7,139.1,-59.9,-64.1,0.4,0.0,40.0,0.0,0.1,0.04,0.0,0.3329999999999999,0.3329999999999999,0.111,0.111,98.7,96.96,80.8,24,0.0409999999999999
5,21600496,1610612746,LAC,LA,101109,Raymond Felton,,,5:10,65.6,66.7,110.3,109.1,-44.7,-42.4,0.0,0.0,0.0,0.0,0.2,0.083,25.0,0.0,0.347,0.308,0.303,107.21,106.84,89.03,12,0.0
6,21600496,1610612746,LAC,LA,101187,Alan Anderson,,,11:38,74.8,75.0,134.7,139.1,-59.9,-64.1,0.0,0.0,0.0,0.0,0.2,0.08,0.0,0.2,0.34,0.222,0.222,98.7,96.96,80.8,24,-0.02
7,21600496,1610612746,LAC,LA,101138,Brandon Bass,,,7:27,78.9,80.0,131.6,135.7,-52.6,-55.7,0.0,0.0,0.0,0.111,0.0,0.071,28.6,0.75,0.752,0.412,0.407,95.48,93.42,77.85,15,0.1669999999999999
8,21600496,1610612746,LAC,LA,201578,Marreese Speights,,,4:41,90.1,88.9,118.5,125.0,-28.4,-36.1,0.0,0.0,0.0,0.143,0.0,0.083,0.0,0.25,0.25,0.364,0.368,88.76,87.12,72.6,9,-0.031
9,21600496,1610612745,HOU,Houston,2772,Trevor Ariza,F,,7:38,140.8,147.1,58.1,55.6,82.6,91.5,0.375,0.0,50.0,0.0,0.182,0.118,0.0,0.833,0.833,0.1669999999999999,0.16,109.92,110.04,91.7,17,0.282
10,21600496,1610612745,HOU,Houston,201976,Patrick Beverley,G,,10:07,147.1,152.4,75.9,72.7,71.2,79.7,0.083,0.0,25.0,0.125,0.1669999999999999,0.15,0.0,0.5,0.5,0.13,0.126,101.63,102.01,85.01,21,0.053
11,21600496,1610612745,HOU,Houston,201935,James Harden,G,,3:26,94.1,100.0,111.1,114.3,-17.0,-14.3,1.0,1.5,60.0,0.0,0.3329999999999999,0.2,40.0,0.0,0.0,0.286,0.2689999999999999,102.34,97.86,81.55,7,0.16
12,21600496,1610612745,HOU,Houston,1626149,Montrezl Harrell,,,10:07,147.1,152.4,75.9,72.7,71.2,79.7,0.125,0.0,14.3,0.125,0.0,0.05,0.0,1.0,0.962,0.261,0.253,101.63,102.01,85.01,21,0.287
13,21600496,1610612745,HOU,Houston,201569,Eric Gordon,,,5:08,159.0,163.6,55.1,54.5,103.9,109.1,0.2,0.0,25.0,0.0,0.375,0.214,0.0,0.833,0.833,0.231,0.225,103.79,102.86,85.71,11,0.372
14,21600496,1610612745,HOU,Houston,1626155,Sam Dekker,,,5:33,155.6,155.6,101.2,90.9,54.3,64.6,0.0,0.0,0.0,0.0,0.2,0.111,0.0,0.25,0.25,0.4,0.4,81.64,86.49,72.07,9,0.0
15,21600496,1610612745,HOU,Houston,201147,Corey Brewer,,,10:07,147.1,152.4,75.9,72.7,71.2,79.7,0.0,0.0,0.0,0.0,0.083,0.05,0.0,0.667,0.667,0.13,0.126,101.63,102.01,85.01,21,0.043
16,21600496,1610612745,HOU,Houston,203898,Tyler Ennis,,,1:31,0.0,0.0,66.7,66.7,-66.7,-66.7,0.0,0.0,0.0,0.0,0.3329999999999999,0.2,0.0,0.0,0.0,0.0,0.0,79.12,79.12,65.93,2,0.5
17,21600496,1610612745,HOU,Houston,201628,Bobby Brown,,,1:31,0.0,0.0,66.7,66.7,-66.7,-66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,79.12,79.12,65.93,2,-0.5
18,21600496,1610612745,HOU,Houston,1627787,Kyle Wiltjer,,,1:31,0.0,0.0,66.7,66.7,-66.7,-66.7,0.0,0.0,0.0,0.0,0.3329999999999999,0.2,0.0,0.0,0.0,0.0,0.0,79.12,79.12,65.93,2,0.75
19,21600496,1610612745,HOU,Houston,203909,KJ McDaniels,,,1:31,0.0,0.0,66.7,66.7,-66.7,-66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.12,79.12,65.93,2,0.0
