,,,,,,,,,,
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,msvcrt.dll,_CxxThrowException,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,msvcrt.dll,_XcptFilter,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,msvcrt.dll,__C_specific_handler,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,msvcrt.dll,__CxxFrameHandler3,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,msvcrt.dll,__dllonexit,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,msvcrt.dll,_amsg_exit,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,msvcrt.dll,_callnewh,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,msvcrt.dll,_errno,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,msvcrt.dll,_initterm,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,msvcrt.dll,_lock,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,msvcrt.dll,_onexit,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,msvcrt.dll,_purecall,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,msvcrt.dll,_snwscanf_s,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,msvcrt.dll,_unlock,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,msvcrt.dll,_vscwprintf,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,msvcrt.dll,_wcsicmp,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,msvcrt.dll,calloc,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,msvcrt.dll,free,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,msvcrt.dll,iswspace,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,msvcrt.dll,malloc,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,msvcrt.dll,memcpy,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,msvcrt.dll,memcpy_s,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,msvcrt.dll,memmove,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,msvcrt.dll,memmove_s,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,msvcrt.dll,memset,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,msvcrt.dll,realloc,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,msvcrt.dll,vswprintf_s,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,msvcrt.dll,wcscat_s,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,msvcrt.dll,wcscmp,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,msvcrt.dll,wcscpy_s,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,msvcrt.dll,wcscspn,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,msvcrt.dll,wcsncpy_s,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,msvcrt.dll,wcsrchr,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,msvcrt.dll,wcsspn,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,ntdll.dll,RtlCaptureContext,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,ntdll.dll,RtlLookupFunctionEntry,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,ntdll.dll,RtlVirtualUnwind,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,advapi32.dll,GetTraceEnableFlags,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,advapi32.dll,GetTraceEnableLevel,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,advapi32.dll,GetTraceLoggerHandle,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,advapi32.dll,RegCloseKey,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,advapi32.dll,RegCreateKeyExW,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,advapi32.dll,RegDeleteValueW,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,advapi32.dll,RegEnumKeyExW,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,advapi32.dll,RegOpenKeyExW,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,advapi32.dll,RegQueryInfoKeyW,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,advapi32.dll,RegQueryValueExW,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,advapi32.dll,RegSetValueExW,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
PortableDeviceWiaCompat.dll,153600,2,86283382,1972-09-25T15:36:22.000Z,imports,advapi32.dll,RegisterTraceGuidsW,17cbba6c227af07e2738373951fbc7a8,80f0fee2f50746b1eb2550f313d7b520a4e1b98f61f6aadf79354953b647b037,c:\Windows\System32\PortableDeviceWiaCompat.dll
