,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21900347,1610612753,ORL,Orlando,1628371,Jonathan Isaac,F,,8:19,118.6,121.1,109.4,110.5,9.2,10.5,0.0,0.0,0.0,0.111,0.1669999999999999,0.133,0.0,0.6,0.6,0.25,0.245,111.46,109.73,91.44,19,0.1369999999999999
1,21900347,1610612753,ORL,Orlando,203932,Aaron Gordon,F,,9:58,103.1,109.1,126.1,121.7,-23.0,-12.6,0.143,0.0,33.3,0.0,0.3329999999999999,0.105,0.0,0.0,0.266,0.083,0.0819999999999999,109.59,108.43,90.36,22,0.067
2,21900347,1610612753,ORL,Orlando,203920,Khem Birch,C,,2:12,80.0,80.0,50.0,40.0,30.0,40.0,0.5,0.0,100.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,98.26,109.17,90.98,5,0.444
3,21900347,1610612753,ORL,Orlando,203095,Evan Fournier,G,,7:14,109.2,111.8,122.1,116.7,-12.9,-4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6729999999999999,0.278,0.272,114.91,116.24,96.86,17,0.091
4,21900347,1610612753,ORL,Orlando,1628365,Markelle Fultz,G,,6:47,115.9,118.8,125.0,118.8,-9.1,0.0,0.8,0.0,50.0,0.0,0.5,0.154,0.0,0.0,0.3989999999999999,0.235,0.23,111.91,113.33,94.44,16,0.188
5,21900347,1610612753,ORL,Orlando,203082,Terrence Ross,,,8:57,112.1,120.0,113.9,109.5,-1.7,10.5,0.0,0.0,0.0,0.0,0.1669999999999999,0.063,16.7,0.5,0.46,0.273,0.268,111.64,110.03,91.69,20,0.0
6,21900347,1610612753,ORL,Orlando,201571,D.J. Augustin,,,7:56,77.6,81.3,105.9,105.9,-28.3,-24.6,0.3329999999999999,0.0,20.0,0.0,0.0,0.0,0.0,0.5,0.5,0.235,0.239,102.13,99.83,83.19,16,0.068
7,21900347,1610612753,ORL,Orlando,203487,Michael Carter-Williams,,,4:36,91.1,100.0,100.0,90.0,-8.9,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,0.1009999999999999,98.5,99.13,82.61,9,0.121
8,21900347,1610612753,ORL,Orlando,1628964,Mo Bamba,,,3:11,72.7,83.3,128.6,128.6,-55.9,-45.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.145,104.65,98.01,81.68,6,-0.077
9,21900347,1610612749,MIL,Milwaukee,203114,Khris Middleton,F,,10:12,103.0,100.0,100.2,104.3,2.9,-4.3,0.2,0.0,14.3,0.0,0.25,0.15,0.0,0.917,0.917,0.261,0.2689999999999999,108.97,108.31,90.26,23,0.262
10,21900347,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,F,,8:39,109.4,105.0,112.7,115.0,-3.4,-10.0,0.3329999999999999,2.0,22.2,0.0,0.3,0.188,11.1,0.5,0.521,0.35,0.365,109.96,111.07,92.56,20,0.151
11,21900347,1610612749,MIL,Milwaukee,202083,Wesley Matthews,G,,7:14,122.1,116.7,109.2,111.8,12.9,4.9,0.0,0.0,0.0,0.0,0.1,0.071,0.0,0.0,0.0,0.0559999999999999,0.0579999999999999,114.91,116.24,96.86,18,0.0
12,21900347,1610612749,MIL,Milwaukee,202339,Eric Bledsoe,G,,7:14,122.1,116.7,109.2,111.8,12.9,4.9,0.286,2.0,40.0,0.0,0.2,0.143,20.0,0.5,0.5,0.1669999999999999,0.174,114.91,116.24,96.86,18,0.091
13,21900347,1610612749,MIL,Milwaukee,1628978,Donte DiVincenzo,,,4:18,121.5,120.0,87.0,88.9,34.5,31.1,0.25,0.0,50.0,0.0,0.1669999999999999,0.125,0.0,1.0,1.0,0.1,0.1009999999999999,106.49,106.05,88.37,10,0.1939999999999999
14,21900347,1610612749,MIL,Milwaukee,201577,Robin Lopez,,,3:11,128.6,128.6,72.7,83.3,55.9,45.2,0.3329999999999999,0.0,33.3,0.0,0.25,0.1669999999999999,0.0,0.5,0.5,0.286,0.286,104.65,98.01,81.68,7,0.154
15,21900347,1610612749,MIL,Milwaukee,101141,Ersan Ilyasova,,,4:36,100.0,90.0,91.1,100.0,8.9,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.5,99.13,82.61,10,0.0
16,21900347,1610612749,MIL,Milwaukee,201588,George Hill,,,9:10,123.8,113.6,112.1,120.0,11.6,-6.4,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,1.017,0.182,0.198,109.0,110.04,91.7,22,0.096
17,21900347,1610612749,MIL,Milwaukee,2594,Kyle Korver,,,4:36,100.0,90.0,91.1,100.0,8.9,-10.0,0.0,0.0,0.0,0.0,0.25,0.125,50.0,0.0,0.0,0.2,0.222,98.5,99.13,82.61,10,-0.061
