,,,
VIRAT_S_010207_08_001308_001332.mp4,VIRAT_Dataset/videos/VIRAT_S_010207_08_001308_001332.mp4,VIRAT_Dataset/annotations/VIRAT_S_010207_08_001308_001332.viratdata.objects.txt,VIRAT_Dataset/annotations/VIRAT_S_010207_08_001308_001332.viratdata.events.txt
VIRAT_S_000207_00_000000_000045.mp4,VIRAT_Dataset/videos/VIRAT_S_000207_00_000000_000045.mp4,VIRAT_Dataset/annotations/VIRAT_S_000207_00_000000_000045.viratdata.objects.txt,VIRAT_Dataset/annotations/VIRAT_S_000207_00_000000_000045.viratdata.events.txt
VIRAT_S_010202_00_000001_000033.mp4,VIRAT_Dataset/videos/VIRAT_S_010202_00_000001_000033.mp4,VIRAT_Dataset/annotations/VIRAT_S_010202_00_000001_000033.viratdata.objects.txt,VIRAT_Dataset/annotations/VIRAT_S_010202_00_000001_000033.viratdata.events.txt
VIRAT_S_010003_13_001066_001124.mp4,VIRAT_Dataset/videos/VIRAT_S_010003_13_001066_001124.mp4,VIRAT_Dataset/annotations/VIRAT_S_010003_13_001066_001124.viratdata.objects.txt,VIRAT_Dataset/annotations/VIRAT_S_010003_13_001066_001124.viratdata.events.txt
VIRAT_S_010005_06_000475_000499.mp4,VIRAT_Dataset/videos/VIRAT_S_010005_06_000475_000499.mp4,VIRAT_Dataset/annotations/VIRAT_S_010005_06_000475_000499.viratdata.objects.txt,
VIRAT_S_040001_00_000035_000319.mp4,VIRAT_Dataset/videos/VIRAT_S_040001_00_000035_000319.mp4,VIRAT_Dataset/annotations/VIRAT_S_040001_00_000035_000319.viratdata.objects.txt,VIRAT_Dataset/annotations/VIRAT_S_040001_00_000035_000319.viratdata.events.txt
VIRAT_S_000203_08_001702_001734.mp4,VIRAT_Dataset/videos/VIRAT_S_000203_08_001702_001734.mp4,VIRAT_Dataset/annotations/VIRAT_S_000203_08_001702_001734.viratdata.objects.txt,VIRAT_Dataset/annotations/VIRAT_S_000203_08_001702_001734.viratdata.events.txt
VIRAT_S_000200_03_000657_000899.mp4,VIRAT_Dataset/videos/VIRAT_S_000200_03_000657_000899.mp4,VIRAT_Dataset/annotations/VIRAT_S_000200_03_000657_000899.viratdata.objects.txt,VIRAT_Dataset/annotations/VIRAT_S_000200_03_000657_000899.viratdata.events.txt
VIRAT_S_010002_05_000397_000420.mp4,VIRAT_Dataset/videos/VIRAT_S_010002_05_000397_000420.mp4,VIRAT_Dataset/annotations/VIRAT_S_010002_05_000397_000420.viratdata.objects.txt,
VIRAT_S_010004_02_000191_000237.mp4,VIRAT_Dataset/videos/VIRAT_S_010004_02_000191_000237.mp4,VIRAT_Dataset/annotations/VIRAT_S_010004_02_000191_000237.viratdata.objects.txt,VIRAT_Dataset/annotations/VIRAT_S_010004_02_000191_000237.viratdata.events.txt
VIRAT_S_010202_06_000784_000873.mp4,VIRAT_Dataset/videos/VIRAT_S_010202_06_000784_000873.mp4,VIRAT_Dataset/annotations/VIRAT_S_010202_06_000784_000873.viratdata.objects.txt,VIRAT_Dataset/annotations/VIRAT_S_010202_06_000784_000873.viratdata.events.txt
VIRAT_S_010206_00_000007_000035.mp4,VIRAT_Dataset/videos/VIRAT_S_010206_00_000007_000035.mp4,VIRAT_Dataset/annotations/VIRAT_S_010206_00_000007_000035.viratdata.objects.txt,VIRAT_Dataset/annotations/VIRAT_S_010206_00_000007_000035.viratdata.events.txt
VIRAT_S_010201_04_000374_000469.mp4,VIRAT_Dataset/videos/VIRAT_S_010201_04_000374_000469.mp4,VIRAT_Dataset/annotations/VIRAT_S_010201_04_000374_000469.viratdata.objects.txt,VIRAT_Dataset/annotations/VIRAT_S_010201_04_000374_000469.viratdata.events.txt
VIRAT_S_010002_02_000174_000204.mp4,VIRAT_Dataset/videos/VIRAT_S_010002_02_000174_000204.mp4,VIRAT_Dataset/annotations/VIRAT_S_010002_02_000174_000204.viratdata.objects.txt,VIRAT_Dataset/annotations/VIRAT_S_010002_02_000174_000204.viratdata.events.txt
VIRAT_S_010200_03_000470_000567.mp4,VIRAT_Dataset/videos/VIRAT_S_010200_03_000470_000567.mp4,VIRAT_Dataset/annotations/VIRAT_S_010200_03_000470_000567.viratdata.objects.txt,VIRAT_Dataset/annotations/VIRAT_S_010200_03_000470_000567.viratdata.events.txt
VIRAT_S_010206_05_000797_000823.mp4,VIRAT_Dataset/videos/VIRAT_S_010206_05_000797_000823.mp4,VIRAT_Dataset/annotations/VIRAT_S_010206_05_000797_000823.viratdata.objects.txt,VIRAT_Dataset/annotations/VIRAT_S_010206_05_000797_000823.viratdata.events.txt
VIRAT_S_010208_06_000671_000744.mp4,VIRAT_Dataset/videos/VIRAT_S_010208_06_000671_000744.mp4,VIRAT_Dataset/annotations/VIRAT_S_010208_06_000671_000744.viratdata.objects.txt,VIRAT_Dataset/annotations/VIRAT_S_010208_06_000671_000744.viratdata.events.txt
VIRAT_S_050201_01_000147_000321.mp4,VIRAT_Dataset/videos/VIRAT_S_050201_01_000147_000321.mp4,VIRAT_Dataset/annotations/VIRAT_S_050201_01_000147_000321.viratdata.objects.txt,VIRAT_Dataset/annotations/VIRAT_S_050201_01_000147_000321.viratdata.events.txt
VIRAT_S_040104_00_000120_000224.mp4,VIRAT_Dataset/videos/VIRAT_S_040104_00_000120_000224.mp4,VIRAT_Dataset/annotations/VIRAT_S_040104_00_000120_000224.viratdata.objects.txt,VIRAT_Dataset/annotations/VIRAT_S_040104_00_000120_000224.viratdata.events.txt
VIRAT_S_010000_04_000530_000605.mp4,VIRAT_Dataset/videos/VIRAT_S_010000_04_000530_000605.mp4,VIRAT_Dataset/annotations/VIRAT_S_010000_04_000530_000605.viratdata.objects.txt,VIRAT_Dataset/annotations/VIRAT_S_010000_04_000530_000605.viratdata.events.txt
VIRAT_S_000101.mp4,VIRAT_Dataset/videos/VIRAT_S_000101.mp4,VIRAT_Dataset/annotations/VIRAT_S_000101.viratdata.objects.txt,VIRAT_Dataset/annotations/VIRAT_S_000101.viratdata.events.txt
VIRAT_S_040003_05_001123_001437.mp4,VIRAT_Dataset/videos/VIRAT_S_040003_05_001123_001437.mp4,VIRAT_Dataset/annotations/VIRAT_S_040003_05_001123_001437.viratdata.objects.txt,VIRAT_Dataset/annotations/VIRAT_S_040003_05_001123_001437.viratdata.events.txt
VIRAT_S_040000_08_001084_001190.mp4,VIRAT_Dataset/videos/VIRAT_S_040000_08_001084_001190.mp4,VIRAT_Dataset/annotations/VIRAT_S_040000_08_001084_001190.viratdata.objects.txt,VIRAT_Dataset/annotations/VIRAT_S_040000_08_001084_001190.viratdata.events.txt
VIRAT_S_010202_01_000055_000147.mp4,VIRAT_Dataset/videos/VIRAT_S_010202_01_000055_000147.mp4,VIRAT_Dataset/annotations/VIRAT_S_010202_01_000055_000147.viratdata.objects.txt,VIRAT_Dataset/annotations/VIRAT_S_010202_01_000055_000147.viratdata.events.txt
VIRAT_S_050203_00_000023_000097.mp4,VIRAT_Dataset/videos/VIRAT_S_050203_00_000023_000097.mp4,VIRAT_Dataset/annotations/VIRAT_S_050203_00_000023_000097.viratdata.objects.txt,VIRAT_Dataset/annotations/VIRAT_S_050203_00_000023_000097.viratdata.events.txt
VIRAT_S_050000_12_001591_001619.mp4,VIRAT_Dataset/videos/VIRAT_S_050000_12_001591_001619.mp4,VIRAT_Dataset/annotations/VIRAT_S_050000_12_001591_001619.viratdata.objects.txt,VIRAT_Dataset/annotations/VIRAT_S_050000_12_001591_001619.viratdata.events.txt
VIRAT_S_010111_02_000198_000310.mp4,VIRAT_Dataset/videos/VIRAT_S_010111_02_000198_000310.mp4,VIRAT_Dataset/annotations/VIRAT_S_010111_02_000198_000310.viratdata.objects.txt,VIRAT_Dataset/annotations/VIRAT_S_010111_02_000198_000310.viratdata.events.txt
VIRAT_S_050203_08_001686_001885.mp4,VIRAT_Dataset/videos/VIRAT_S_050203_08_001686_001885.mp4,VIRAT_Dataset/annotations/VIRAT_S_050203_08_001686_001885.viratdata.objects.txt,VIRAT_Dataset/annotations/VIRAT_S_050203_08_001686_001885.viratdata.events.txt
