,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,22000147,1610612759,SAS,San Antonio,1629640,Keldon Johnson,F,,7:27,52.0,52.9,165.7,160.0,-113.8,-107.1,0.0,0.0,0.0,0.0,0.2,0.05,0.0,0.0,0.0,0.048,0.052,102.47,103.11,85.93,17,-0.242
1,22000147,1610612759,SAS,San Antonio,1626168,Trey Lyles,F,,11:55,78.1,82.6,139.7,136.4,-61.5,-53.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.037,92.25,90.64,75.54,23,-0.071
2,22000147,1610612759,SAS,San Antonio,200746,LaMarcus Aldridge,C,,8:03,59.7,64.7,161.1,143.8,-101.4,-79.0,0.0,0.0,0.0,0.067,0.0,0.045,0.0,0.4,0.4,0.238,0.245,97.57,98.41,82.0,17,0.024
3,22000147,1610612759,SAS,San Antonio,1629022,Lonnie Walker IV,G,,4:12,57.1,50.0,147.9,142.9,-90.8,-92.9,0.0,0.0,0.0,0.0,0.25,0.111,0.0,0.0,0.0,0.125,0.143,78.63,85.71,71.43,8,0.0559999999999999
4,22000147,1610612759,SAS,San Antonio,1627749,Dejounte Murray,G,,11:55,78.1,82.6,139.7,136.4,-61.5,-53.8,0.143,0.0,14.3,0.053,0.222,0.107,0.0,0.1669999999999999,0.1669999999999999,0.214,0.22,92.25,90.64,75.54,23,-0.054
5,22000147,1610612759,SAS,San Antonio,201988,Patty Mills,,,10:15,89.1,95.0,128.2,126.3,-39.1,-31.3,0.3329999999999999,0.0,8.3,0.0,0.0,0.0,0.0,0.545,0.568,0.44,0.452,93.77,91.33,76.11,20,0.292
6,22000147,1610612759,SAS,San Antonio,1627751,Jakob Poeltl,,,3:52,136.1,133.3,97.2,116.7,38.8,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.145,81.19,74.48,62.07,6,-0.4
7,22000147,1610612759,SAS,San Antonio,200752,Rudy Gay,,,1:56,200.0,200.0,66.7,66.7,133.3,133.3,0.0,0.0,0.0,0.5,1.0,0.667,0.0,0.0,0.0,0.25,0.25,74.48,74.48,62.07,3,0.077
8,22000147,1610612750,MIN,Minnesota,1629633,Jarrett Culver,F,,3:38,127.1,150.0,34.0,28.6,93.1,121.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.141,85.61,85.87,71.56,6,-1.0
9,22000147,1610612750,MIN,Minnesota,1627823,Juancho Hernangomez,F,,6:49,183.9,183.3,72.7,66.7,111.2,116.7,0.2,0.0,33.3,0.2,0.125,0.154,0.0,1.5,1.33,0.143,0.143,80.84,84.5,70.42,12,0.283
10,22000147,1610612750,MIN,Minnesota,202334,Ed Davis,C,,5:18,129.0,144.4,50.8,44.4,78.2,100.0,0.0,0.0,0.0,0.2,0.5,0.364,0.0,1.0,1.0,0.091,0.09,81.33,81.51,67.92,9,0.917
11,22000147,1610612750,MIN,Minnesota,1627736,Malik Beasley,G,,9:59,151.5,147.4,61.0,65.0,90.5,82.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.347,0.182,0.195,95.7,93.77,78.14,19,0.0
12,22000147,1610612750,MIN,Minnesota,1626156,D'Angelo Russell,G,,9:38,119.3,116.7,73.8,75.0,45.5,41.7,0.0,0.0,0.0,0.0,0.176,0.12,0.0,0.583,0.644,0.4,0.43,94.49,94.69,78.91,18,0.593
13,22000147,1610612750,MIN,Minnesota,1629675,Naz Reid,,,6:41,119.8,125.0,117.8,100.0,2.0,25.0,0.0,0.0,0.0,0.0,0.25,0.154,33.3,1.0,1.064,0.214,0.222,87.53,93.27,77.73,12,0.205
14,22000147,1610612750,MIN,Minnesota,1630162,Anthony Edwards,,,1:56,66.7,66.7,200.0,200.0,-133.3,-133.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.48,74.48,62.07,3,0.0
15,22000147,1610612750,MIN,Minnesota,201937,Ricky Rubio,,,6:19,149.1,130.8,84.2,92.9,64.9,37.9,0.5,0.0,50.0,0.0,0.077,0.059,0.0,0.0,1.136,0.143,0.161,102.0,102.61,85.51,13,0.316
16,22000147,1610612750,MIN,Minnesota,1629020,Jarred Vanderbilt,,,2:56,103.1,66.7,95.3,128.6,7.8,-61.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.29,106.67,88.89,6,0.0
17,22000147,1610612750,MIN,Minnesota,1629006,Josh Okogie,,,6:21,166.7,146.2,71.2,78.6,95.4,67.6,0.0,0.0,0.0,0.0,0.1669999999999999,0.118,0.0,1.0,0.532,0.133,0.149,101.47,102.07,85.06,13,0.103
