,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Oryzomys fulgens,184991,-98.0525,20.1747222,,False,2,1.53,Mammalia,Rodentia,Cricetidae,1543,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=02698ec15a35b4979ba8b1a78b8484cf,02698ec15a35b4979ba8b1a78b8484cf,No,NoDisponible,Si,,No,,,,
1,Oryzomys fulgens,184991,-98.0525,20.1747222,,False,2,1.53,Mammalia,Rodentia,Cricetidae,1543,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0c5de2ebad19c7f81d9b50b074d84f43,0c5de2ebad19c7f81d9b50b074d84f43,No,NoDisponible,Si,,No,,,,
2,Oryzomys fulgens,184991,-98.0525,20.1747222,,False,2,1.53,Mammalia,Rodentia,Cricetidae,1543,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=50a8095442cb1b0f22af0cb2ca17e224,50a8095442cb1b0f22af0cb2ca17e224,No,NoDisponible,Si,,No,,,,
8,Oryzomys fulgens,175052,-99.2097222,19.2997222,,True,0,-11.8,Mammalia,Rodentia,Cricetidae,2399,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a3502f48da61861963fa72a8b5592414,a3502f48da61861963fa72a8b5592414,No,NoDisponible,Si,,Si,,,,
9,Oryzomys fulgens,184897,-98.2697222,19.2397222,,True,1,-5.81,Mammalia,Rodentia,Cricetidae,2209,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a83854a7bc84308e60dfe60f3d82c796,a83854a7bc84308e60dfe60f3d82c796,No,NoDisponible,Si,,Si,,,,
3,Oryzomys fulgens,184991,-98.0525,20.1747222,,False,2,1.53,Mammalia,Rodentia,Cricetidae,1543,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=ad131de2d36f4c64dbdf1b092c969fc5,ad131de2d36f4c64dbdf1b092c969fc5,No,NoDisponible,Si,,No,,,,
4,Oryzomys fulgens,184991,-98.0525,20.1747222,,False,2,1.53,Mammalia,Rodentia,Cricetidae,1543,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=bd19e8fc29dfe91b674f3880a1324176,bd19e8fc29dfe91b674f3880a1324176,No,NoDisponible,Si,,No,,,,
5,Oryzomys fulgens,175052,-99.225,19.30833,,True,0,-11.8,Mammalia,Rodentia,Cricetidae,2434,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=e9d4b2437f97ef7a6137af820769fda9,e9d4b2437f97ef7a6137af820769fda9,No,NoDisponible,Si,,Si,,,,
6,Oryzomys fulgens,175052,-99.225,19.30833,,True,0,-11.8,Mammalia,Rodentia,Cricetidae,2434,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=ea1019c04ffea62c348c628001f67ef0,ea1019c04ffea62c348c628001f67ef0,No,NoDisponible,Si,,Si,,,,
7,Oryzomys fulgens,175052,-99.225,19.30833,,True,0,-11.8,Mammalia,Rodentia,Cricetidae,2434,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=edb14cbef7c3ff8bc49e2d215eddb3f8,edb14cbef7c3ff8bc49e2d215eddb3f8,No,NoDisponible,Si,,Si,,,,
