,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21700205,1610612764,WAS,Washington,203490,Otto Porter Jr.,F,,11:49,47.9,47.6,110.4,113.6,-62.5,-66.0,0.0,0.0,0.0,0.071,0.133,0.103,50.0,0.0,0.0,0.083,0.084,88.43,87.37,72.81,21,0.077
1,21700205,1610612764,WAS,Washington,202693,Markieff Morris,F,,4:14,14.5,14.3,145.3,142.9,-130.8,-128.6,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.4,0.405,78.01,79.37,66.14,7,-1.3330000000000002
2,21700205,1610612764,WAS,Washington,101162,Marcin Gortat,C,,6:10,30.4,30.0,151.8,150.0,-121.5,-120.0,0.0,0.0,0.0,0.222,0.0,0.125,50.0,0.0,0.0,0.154,0.155,76.9,77.84,64.86,10,-0.3329999999999999
3,21700205,1610612764,WAS,Washington,203078,Bradley Beal,G,,10:38,53.0,52.6,116.4,115.0,-63.4,-62.4,0.0,0.0,0.0,0.0,0.083,0.04,14.3,0.7,0.68,0.318,0.32,87.21,88.03,73.35,19,0.186
4,21700205,1610612764,WAS,Washington,202322,John Wall,G,,10:06,55.9,55.6,128.6,121.1,-72.7,-65.5,0.667,0.0,28.6,0.0,0.182,0.087,0.0,0.2,0.2,0.238,0.239,84.97,87.92,73.27,18,0.0819999999999999
5,21700205,1610612764,WAS,Washington,101133,Ian Mahinmi,,,5:39,63.6,63.6,78.4,83.3,-14.7,-19.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.02,97.79,81.49,11,-0.19
6,21700205,1610612764,WAS,Washington,1626162,Kelly Oubre Jr.,,,7:35,64.3,64.3,95.2,100.0,-30.9,-35.7,0.0,0.0,0.0,0.0,0.182,0.118,0.0,0.0,0.0,0.214,0.214,94.25,91.84,76.53,14,-0.067
7,21700205,1610612764,WAS,Washington,204025,Tim Frazier,,,1:43,0.0,0.0,42.0,50.0,-42.0,-50.0,0.0,0.0,0.0,0.0,0.25,0.1669999999999999,0.0,0.0,0.0,0.0,0.0,108.81,98.15,81.79,3,-0.2
8,21700205,1610612764,WAS,Washington,201975,Jodie Meeks,,,1:11,0.0,0.0,69.4,66.7,-69.4,-66.7,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.5,0.5,99.39,101.84,84.87,2,0.5
9,21700205,1610612748,MIA,Miami,1626196,Josh Richardson,F,,7:53,116.1,121.4,23.3,23.1,92.8,98.4,0.25,0.0,25.0,0.091,0.0,0.045,0.0,0.3329999999999999,0.3329999999999999,0.15,0.153,83.83,82.25,68.54,14,0.375
10,21700205,1610612748,MIA,Miami,1626159,Justise Winslow,F,,8:49,125.9,125.0,67.2,66.7,58.7,58.3,0.1669999999999999,1.0,33.3,0.1,0.1,0.1,33.3,1.0,1.0,0.095,0.096,83.73,84.39,70.32,16,0.1669999999999999
11,21700205,1610612748,MIA,Miami,202355,Hassan Whiteside,C,,11:49,110.4,113.6,47.9,47.6,62.5,66.0,0.0,0.0,0.0,0.133,0.429,0.276,16.7,0.5,0.647,0.214,0.217,88.43,87.37,72.81,22,0.462
12,21700205,1610612748,MIA,Miami,203079,Dion Waiters,G,,11:49,110.4,113.6,47.9,47.6,62.5,66.0,0.1669999999999999,0.0,12.5,0.0,0.0,0.0,0.0,0.429,0.429,0.25,0.253,88.43,87.37,72.81,22,0.051
13,21700205,1610612748,MIA,Miami,201609,Goran Dragic,G,,10:06,128.6,121.1,55.9,55.6,72.7,65.5,0.2,1.0,12.5,0.091,0.1669999999999999,0.13,12.5,0.75,0.75,0.292,0.306,84.97,87.92,73.27,19,0.3879999999999999
14,21700205,1610612748,MIA,Miami,204020,Tyler Johnson,,,5:39,78.4,83.3,63.6,63.6,14.7,19.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154,0.157,101.02,97.79,81.49,12,-0.143
15,21700205,1610612748,MIA,Miami,201949,James Johnson,,,2:60,74.0,83.3,0.0,0.0,74.0,83.3,1.0,0.0,50.0,0.0,0.25,0.111,0.0,0.0,0.0,0.143,0.148,102.25,96.16,80.13,6,-0.667
