,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21700787,1610612763,MEM,Memphis,1628415,Dillon Brooks,F,,2:28,100.0,100.0,100.0,80.0,0.0,20.0,0.0,0.0,0.0,0.0,0.5,0.5,100.0,0.0,0.0,0.25,0.25,77.84,87.57,72.97,4,-0.286
1,21700787,1610612763,MEM,Memphis,203210,JaMychal Green,F,,7:19,150.2,153.8,72.0,76.9,78.1,76.9,0.2,0.0,25.0,0.0,0.0,0.0,0.0,0.833,0.833,0.2,0.196,89.22,85.28,71.07,13,0.171
2,21700787,1610612763,MEM,Memphis,201188,Marc Gasol,C,,11:05,142.3,142.9,87.9,95.2,54.4,47.6,0.3329999999999999,3.0,33.3,0.0,0.2,0.143,11.1,0.375,0.512,0.261,0.26,94.96,90.97,75.81,21,0.176
3,21700787,1610612763,MEM,Memphis,1627782,Wayne Selden,G,,10:00,126.4,121.1,73.5,80.0,52.8,41.1,0.143,1.0,33.3,0.0,0.25,0.2,33.3,1.0,1.042,0.105,0.11,95.9,93.6,78.0,19,0.264
4,21700787,1610612763,MEM,Memphis,1626150,Andrew Harrison,G,,8:48,135.8,137.5,55.9,58.8,79.9,78.7,0.25,0.0,20.0,0.0,0.071,0.05,0.0,0.875,0.875,0.222,0.22,92.91,89.97,74.97,16,0.395
5,21700787,1610612763,MEM,Memphis,1626185,Jarell Martin,,,6:33,134.5,130.8,100.9,107.7,33.6,23.1,0.0,0.0,0.0,0.1669999999999999,0.143,0.154,0.0,0.0,0.532,0.133,0.1369999999999999,97.17,95.27,79.39,13,0.081
6,21700787,1610612763,MEM,Memphis,203516,James Ennis III,,,6:17,163.9,166.7,54.2,61.5,109.7,105.1,0.0,0.0,0.0,0.2,0.0,0.059,0.0,0.5,0.6940000000000001,0.214,0.211,102.98,95.49,79.58,12,0.25
7,21700787,1610612763,MEM,Memphis,201596,Mario Chalmers,,,3:59,116.3,114.3,112.6,125.0,3.7,-10.7,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,1.0,0.286,0.291,94.96,90.38,75.31,7,0.0
8,21700787,1610612763,MEM,Memphis,1627738,Deyonta Davis,,,3:11,102.0,100.0,133.3,133.3,-31.3,-33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1669999999999999,0.17,89.57,90.47,75.39,6,0.156
9,21700787,1610612761,TOR,Toronto,1628384,OG Anunoby,F,,5:23,55.1,60.0,137.7,130.0,-82.6,-70.0,0.0,0.0,0.0,0.0,1.0,0.091,0.0,0.0,0.0,0.214,0.216,90.59,89.16,74.3,10,-0.462
10,21700787,1610612761,TOR,Toronto,201586,Serge Ibaka,F,,7:19,72.0,76.9,150.2,153.8,-78.1,-76.9,0.0,0.0,0.0,0.091,0.0,0.067,0.0,0.3329999999999999,0.3329999999999999,0.176,0.178,89.22,85.28,71.07,13,-0.0289999999999999
11,21700787,1610612761,TOR,Toronto,202685,Jonas Valanciunas,C,,8:12,59.2,62.5,157.9,160.0,-98.7,-97.5,0.0,0.0,0.0,0.071,0.4,0.158,0.0,0.667,0.667,0.143,0.151,93.89,90.73,75.61,16,0.191
12,21700787,1610612761,TOR,Toronto,201942,DeMar DeRozan,G,,9:55,77.1,84.2,157.2,157.9,-80.2,-73.7,0.25,0.0,16.7,0.0,0.0,0.0,0.0,0.5,0.615,0.208,0.21,96.42,91.97,76.64,19,0.149
13,21700787,1610612761,TOR,Toronto,200768,Kyle Lowry,G,,9:55,77.1,84.2,157.2,157.9,-80.2,-73.7,0.0,0.0,0.0,0.071,0.0,0.053,28.6,0.0,0.205,0.292,0.295,96.42,91.97,76.64,19,-0.1639999999999999
14,21700787,1610612761,TOR,Toronto,1626153,Delon Wright,,,2:01,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,83.31,83.31,69.42,4,-0.25
15,21700787,1610612761,TOR,Toronto,1627783,Pascal Siakam,,,4:37,91.9,100.0,114.2,111.1,-22.2,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1669999999999999,0.168,102.1,98.77,82.31,10,0.0
16,21700787,1610612761,TOR,Toronto,1627751,Jakob Poeltl,,,3:44,126.9,125.0,87.2,85.7,39.7,39.3,0.0,0.0,0.0,0.3329999999999999,0.5,0.4,0.0,1.0,1.0,0.111,0.113,94.89,96.43,80.36,8,0.25
17,21700787,1610612761,TOR,Toronto,1627832,Fred VanVleet,,,6:33,100.9,107.7,134.5,130.8,-33.6,-23.1,0.4,0.0,33.3,0.0,0.1669999999999999,0.077,0.0,0.25,0.25,0.267,0.2689999999999999,97.17,95.27,79.39,13,0.065
18,21700787,1610612761,TOR,Toronto,101139,CJ Miles,,,2:01,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.31,83.31,69.42,4,0.0
