,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,22000314,1610612766,CHA,Charlotte,202330,Gordon Hayward,F,,8:13,146.6,150.0,114.3,123.1,32.4,26.9,0.0,0.0,0.0,0.0,0.1669999999999999,0.083,33.3,0.5,0.5,0.2,0.196,82.65,78.8,65.67,14,0.03
1,22000314,1610612766,CHA,Charlotte,203469,Cody Zeller,C,,8:43,117.3,111.8,148.1,156.3,-30.8,-44.5,0.3329999999999999,0.0,66.7,0.125,0.25,0.188,0.0,0.0,0.0,0.0559999999999999,0.0579999999999999,91.01,90.79,75.66,17,0.0579999999999999
2,22000314,1610612766,CHA,Charlotte,1628984,Devonte' Graham,G,,10:28,131.0,133.3,140.8,147.4,-9.8,-14.0,0.1669999999999999,0.0,16.7,0.0,0.125,0.0559999999999999,0.0,0.75,0.82,0.263,0.259,87.54,84.79,70.66,18,0.151
3,22000314,1610612766,CHA,Charlotte,1630163,LaMelo Ball,G,,5:57,125.4,123.1,143.1,141.7,-17.7,-18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.073,99.36,100.81,84.01,13,-0.061
4,22000314,1610612766,CHA,Charlotte,1628370,Malik Monk,,,10:28,123.8,119.0,155.9,163.2,-32.2,-44.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.083,1.087,0.273,0.283,91.89,91.71,76.42,21,0.2319999999999999
5,22000314,1610612766,CHA,Charlotte,1628970,Miles Bridges,,,7:01,88.3,76.9,141.7,141.7,-53.3,-64.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154,0.177,79.71,85.45,71.21,13,-0.091
6,22000314,1610612766,CHA,Charlotte,1628997,Caleb Martin,,,7:45,77.6,71.4,141.1,140.0,-63.5,-68.6,0.667,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.129,0.286,0.311,85.91,89.75,74.79,14,-0.068
7,22000314,1610612748,MIA,Miami,202710,Jimmy Butler,F,,9:09,118.8,126.7,135.8,137.5,-17.1,-10.8,0.0,0.0,0.0,0.0,0.143,0.071,0.0,0.8,0.8,0.313,0.313,84.4,81.25,67.71,15,0.254
8,22000314,1610612748,MIA,Miami,1628389,Bam Adebayo,C,,8:56,148.1,147.1,110.5,111.8,37.6,35.3,0.0,0.0,0.0,0.143,0.3329999999999999,0.25,0.0,1.0,1.042,0.158,0.168,91.49,91.28,76.06,17,0.198
9,22000314,1610612748,MIA,Miami,1629130,Duncan Robinson,G,,5:47,120.0,133.3,128.8,120.0,-8.8,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.1,0.1,80.08,78.76,65.63,9,0.098
10,22000314,1610612748,MIA,Miami,1629639,Tyler Herro,G,,8:13,114.3,123.1,146.6,150.0,-32.4,-26.9,0.1669999999999999,1.0,25.0,0.0,0.0,0.0,25.0,0.75,0.75,0.214,0.214,82.65,78.8,65.67,13,0.06
11,22000314,1610612748,MIA,Miami,1629622,Max Strus,,,3:30,190.4,187.5,58.1,50.0,132.2,137.5,0.0,0.0,0.0,0.0,0.2,0.125,0.0,0.5,0.5,0.222,0.225,101.21,109.71,91.43,8,0.049
12,22000314,1610612748,MIA,Miami,1630173,Precious Achiuwa,,,2:47,120.0,120.0,150.0,120.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,77.6,86.23,71.86,5,-0.091
13,22000314,1610612748,MIA,Miami,201609,Goran Dragic,,,5:51,159.9,158.3,91.9,83.3,68.0,75.0,0.3329999999999999,0.0,50.0,0.0,0.3329999999999999,0.182,0.0,0.75,0.75,0.154,0.155,93.37,98.46,82.05,12,0.203
14,22000314,1610612748,MIA,Miami,202340,Avery Bradley,,,2:39,204.1,200.0,100.0,100.0,104.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.145,107.59,108.68,90.57,6,-0.044
15,22000314,1610612748,MIA,Miami,2738,Andre Iguodala,,,11:43,141.7,147.6,117.9,119.0,23.8,28.6,0.4,0.0,44.4,0.0,0.273,0.15,0.0,0.6,0.6,0.217,0.2189999999999999,88.19,85.98,71.65,21,0.1669999999999999
