,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21800298,1610612738,BOS,Boston,1628369,Jayson Tatum,F,,10:01,135.8,142.1,101.8,100.0,34.0,42.1,0.0,0.0,0.0,0.1,0.0,0.053,0.0,0.6,0.643,0.208,0.201,94.69,93.44,77.87,19,0.188
1,21800298,1610612738,BOS,Boston,202694,Marcus Morris Sr.,F,,7:44,121.7,125.0,144.8,143.8,-23.2,-18.8,0.0,0.0,0.0,0.111,0.4,0.214,0.0,1.3330000000000002,1.3330000000000002,0.143,0.14,100.26,99.27,82.72,16,0.3
2,21800298,1610612738,BOS,Boston,201143,Al Horford,C,,10:32,117.4,114.3,110.9,109.1,6.5,5.2,0.111,1.0,25.0,0.091,0.111,0.1,25.0,0.5,0.5,0.115,0.118,95.89,97.99,81.66,21,0.088
3,21800298,1610612738,BOS,Boston,203935,Marcus Smart,G,,6:56,121.4,121.4,154.6,153.3,-33.1,-31.9,0.0,0.0,0.0,0.125,0.0,0.083,50.0,0.0,0.0,0.111,0.111,99.92,100.34,83.61,14,-0.103
4,21800298,1610612738,BOS,Boston,202681,Kyrie Irving,G,,8:18,136.3,143.8,82.9,82.4,53.3,61.4,0.5,1.5,27.3,0.125,0.125,0.125,18.2,0.583,0.621,0.4,0.3829999999999999,97.62,95.42,79.52,16,0.3
5,21800298,1610612738,BOS,Boston,202330,Gordon Hayward,,,3:40,112.5,112.5,222.5,212.5,-110.0,-100.0,0.25,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,102.28,104.63,87.19,8,0.0
6,21800298,1610612738,BOS,Boston,203382,Aron Baynes,,,5:40,155.3,153.8,130.2,125.0,25.1,28.8,0.0,0.0,0.0,0.1669999999999999,0.0,0.1,0.0,0.5,0.5,0.133,0.134,103.25,105.79,88.16,13,-0.018
7,21800298,1610612738,BOS,Boston,1626179,Terry Rozier,,,6:59,125.9,133.3,130.9,126.7,-4.9,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.417,0.417,0.3329999999999999,0.318,104.43,103.05,85.88,15,0.032
8,21800298,1610612740,NOP,New Orleans,202325,Wesley Johnson,F,,6:35,92.3,85.7,151.3,161.5,-59.0,-75.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.125,0.133,97.99,98.43,82.03,14,0.044
9,21800298,1610612740,NOP,New Orleans,203076,Anthony Davis,F,,10:01,101.8,100.0,135.8,142.1,-34.0,-42.1,0.2,0.5,12.5,0.222,0.1,0.158,25.0,0.25,0.41,0.292,0.296,94.69,93.44,77.87,20,0.078
10,21800298,1610612740,NOP,New Orleans,202703,Nikola Mirotic,C,,7:33,144.8,143.8,113.3,106.3,31.5,37.5,0.0,0.0,0.0,0.0,0.222,0.143,0.0,0.5,0.5,0.1669999999999999,0.168,98.12,101.68,84.73,16,0.061
11,21800298,1610612740,NOP,New Orleans,202734,E'Twaun Moore,G,,5:36,109.1,109.1,120.0,109.1,-10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.154,0.154,90.0,94.29,78.57,11,0.121
12,21800298,1610612740,NOP,New Orleans,201950,Jrue Holiday,G,,10:59,137.7,134.8,109.5,104.5,28.1,30.2,0.143,0.5,14.3,0.0,0.0,0.0,28.6,1.0,1.031,0.222,0.226,95.07,98.3,81.92,23,0.141
13,21800298,1610612740,NOP,New Orleans,203944,Julius Randle,,,6:22,140.5,135.7,134.4,142.9,6.1,-7.1,0.0,0.0,0.0,0.5,0.286,0.364,16.7,0.667,0.84,0.375,0.387,107.0,105.49,87.91,14,0.281
14,21800298,1610612740,NOP,New Orleans,203121,Darius Miller,,,6:22,140.5,135.7,134.4,142.9,6.1,-7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.125,0.129,107.0,105.49,87.91,14,0.031
15,21800298,1610612740,NOP,New Orleans,203524,Solomon Hill,,,5:23,164.9,158.3,100.0,100.0,64.9,58.3,0.2,0.0,100.0,0.0,0.286,0.182,0.0,0.0,0.0,0.0,0.0,100.34,102.48,85.4,12,0.115
16,21800298,1610612740,NOP,New Orleans,203546,Ian Clark,,,0:59,0.0,0.0,232.0,300.0,-232.0,-300.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.3329999999999999,0.5,143.51,146.44,122.03,3,-0.3329999999999999
